id	witness_a	witness_b	reviewed	portuguese	similarity	provisional_class	difference_summary
BOR-CORBO-HM001-u164	Egore: - Tagaiwodo, ituiemage, imugamage, aredumage: awu tabore cere tubore ewido. Akore bukerogu oinoie ciere. Baarodugodunure! Ire taeruduia. Oinore bukerogure boe joki. Tagado ji: emare tabore cedaregodure oino.	Egore: Tagaiwodo, ituiemage, imugamage, aredymage: awy tabore cere tubore ewido. Akore bukerogu oinoie ciere. Baarodugodynure! Ire taerydyia. Oinore bukerogure boe joki. Tagado ji: emare tabore cedaregodyre oino.		Os homens diziam: - Olhai, minhas tias, minhas m‰es, minhas irmãs: foi com esta (rede) que nós  matamos os lambaris. Ela disse que se chamava a rede pequena. Era uma coisa admirável. Eu queria que vocês vissem: ela estava Aí estendida no chão. Observem-na. N—s a trouxemos aqui. 202	0.925	orthographic/editorial	delete: [-] -> [] | replace: [aredumage: awu] -> [aredymage: awy] | replace: [Baarodugodunure!] -> [Baarodugodynure!] | replace: [taeruduia.] -> [taerydyia.] | replace: [cedaregodure] -> [cedaregodyre]
BOR-CORBO-HM001-u165	Ekodure pugeje jii... Icare eiore kidoguruto.	Ekodure pugeje jii... Icare eiore kidoguruto.		Foram (caçar) de novo e encontraram a resina.	1.000	near-identical	
BOR-CORBO-HM001-u166	Egore: - Kakodiboe ba? Boekare! Akore Boe kodiboe imi karega. Kidoguru imireo. Boe enoroe imireo.	Egore: Kakodiboe ba? Boekare! Akore: Boe kodiboe imi karega. Kidoguru imireo. Boe enoroe imireo.		Eles perguntaram: - O que é isto? Então (a resina) respondeu; - Eu não sou qualquer coisa. Eu sou a resina. Eu sou enfeite dos Bororo.	0.984	near-identical	delete: [-] -> [] | replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u167	Dukejere icare eregodure kodure tododaiwu tumedage ewogai nowu kidoguru tabo, egore: Cedogeadure pagoroeji.	Dykejere icare eregodyre kodure tododaiwy tumedage ewogai nowy kidoguru tabo, egore: Cedogeadure pagoroeji.		Logo eles foram com a not’cia da resina para onde estavam os que tinham ido primeiro e disseram: - Encontramos um enfeite nosso.	0.963	orthographic/editorial	replace: [Dukejere] -> [Dykejere] | replace: [eregodure] -> [eregodyre] | replace: [tododaiwu] -> [tododaiwy] | replace: [nowu] -> [nowy]
BOR-CORBO-HM001-u168	Egore: - O! Kaboba pagoroeba?	Egore: O! Kaboba pagoroeba?		Eles perguntaram: - Oh! Que classe de enfeite nosso?	0.964	orthographic/editorial	delete: [-] -> []
BOR-CORBO-HM001-u169	Egore: - U! Boe kodiboe pagoroe karega: pagoroe kidoguru.	Egore: U! Boe kodiboe pagoroe karega: pagoroe kidoguru.		Responderam: - Sim! Não é qualquer enfeite. É a resina.	0.982	near-identical	delete: [-] -> []
BOR-CORBO-HM001-u170	Icare ere bu tuie kajeje. Boekare! Bekurukare. Jirire rugadu, mare bekurukare.	Icare ere bu tuie kajeje. Boekare! Bekurukare. Jirire rugadu, mare bekurukare.		Então eles a passaram no rosto. Nada! Não grudava. Cheirava, mas não grudava.	1.000	near-identical	
BOR-CORBO-HM001-u171	Kodi icare pemega jokodukare. Etaidure ji, etaidukare ji. Tugiarigodu tabore ere bu tuie kajeje.	Kodi icare pemega jokodukare. Etaidyre ji, etaidukare ji. Tugiarigody tabore ere bu tuie kajeje.		Por tanto não era muito boa. Eles gostaram e não gostaram. Sem vontade eles a untavam no rosto.	0.979	near-identical	replace: [Etaidure] -> [Etaidyre] | replace: [Tugiarigodu] -> [Tugiarigody]
BOR-CORBO-HM001-u172	Icare eture pugeje. Cewu ere bakaru barigu bogaiwugere eture pugeje.	Icare eture pugeje. Cewy ere bakaru barigu bogaiwygere eture pugeje.		Depois foram embora de novo. Aqueles que tinham recebido a not’cia da resina foram embora de novo.	0.971	near-identical	replace: [Cewu] -> [Cewy] | replace: [bogaiwugere] -> [bogaiwygere]
BOR-CORBO-HM001-u173	Erore taci, icai tudure kodi. Emage eture jamedu. Ewarudure jamedu. Ekodo jii... ere baado pugeje.	Erore taci, icai tudure kodi. Emage eture jamedu. Ewarudure jamedu. Ekodo jii... ere baado pugeje.		Depois foram embora partindo dali. Eles também partiram. Eles também mudaram. Andaram muito tempo e depois acamparam.	1.000	near-identical	
BOR-CORBO-HM001-u174	Icare emerure. Dukeje icare etaregodure kare etae pugeje. Icare ekudugodure puwogai. Egore: Kaao! Kaaao! Tumedage ewogai.	Icare emerure. Dykeje icare etaregodyre kare etae pugeje. Icare ekudugodyre puwogai. Egore: Kaao! Kaaao! Tumedage ewogai.		Depois foram caçar e chegaram onde tinha peixes. Aí gritaram uns para os outros, dizendo: Kaao! Kaao! Chamando os companheiros.	0.975	near-identical	replace: [Dukeje] -> [Dykeje] | replace: [etaregodure] -> [etaregodyre] | replace: [ekudugodure] -> [ekudugodyre]
BOR-CORBO-HM001-u175	A! Nowu etumedage ekudugodure ekudu togi. Icare ere tudo pui tu je. Dukeje icare egore: Taeruduwo ceerudure jiboe jire cenagoino tawogai. Egore: tagaiwodo! Boe pegagodunure.	A! Nowy etumedage ekudugodyre ekudu togi. Icare ere tudo pui ty je. Dykeje icare egore: Taerydywo ceerydyre jiboe jire cenagoino tawogai. Egore: tagaiwodo! Boe pegagodynure.		Ah! Os colegas deles responderam a seus gritos gritando também, e logo se rewuniram. Depois disseram: - Estávamos chamando vocês para que vejam o que nós  encontramos. Olhem! É demais!	0.948	orthographic/editorial	replace: [Nowu] -> [Nowy] | replace: [ekudugodure] -> [ekudugodyre] | replace: [tu] -> [ty] | replace: [Dukeje] -> [Dykeje] | replace: [Taeruduwo ceerudure] -> [Taerydywo ceerydyre] | replace: [pegagodunure.] -> [pegagodynure.]
BOR-CORBO-HM001-u176	Egore: - O! Hu! Kakodiboe ba? Inoba ureboe ba?	Egore: O! Hu! Kakodiboe ba? Inoba ureboe ba?		Eles perguntaram: - Oh! Uh! O que é isto?	0.978	near-identical	delete: [-] -> []
BOR-CORBO-HM001-u177	Dukeje icare emagore, egore: Boe kodiboe cegi karega. Inoba ureboe cegi karega. Egore: - Boe eke cegi reo. Kare, oinore boe egore cei. Buke tabore boere cewido.	Dykeje icare emagore, egore: Boe kodiboe cegi karega. Inoba ureboe cegi karega. Egore: Boe eke cegi reo. Kare, oinore boe egore cei. Buke tabore boere cewido.		"Depois (os peixes) falaram e dizeram: - N—s não somos qualquer coisa. N—s somos alimento dos Bororo.
Os Bororo nos chamam de peixes.Os Bororo nos matam com a rede."	0.987	near-identical	replace: [Dukeje] -> [Dykeje] | delete: [-] -> []
BOR-CORBO-HM001-u178	Egore: - Wo! Buke pa? Paia ewido pageje! Dukeje icare cewu buke akore Buke imireo! Buke imireo! Buke imireo! Ei pugeje.	Egore: Wo! Buke pa? Paia ewido pageje! Dykeje icare cewy buke akore: Buke imireo! Buke imireo! Buke imireo! Ei pugeje.		(Os homens) disseram: Oh! Onde está a rede? Queriamos matá-los para nós ! Aí a rede falou também para eles: - A rede sou eu! Arede sou eu! A rede sou eu!	0.970	near-identical	delete: [-] -> [] | replace: [Dukeje] -> [Dykeje] | replace: [cewu] -> [cewy] | replace: [akore] -> [akore:]
BOR-CORBO-HM001-u179	Icare ere taredo kae, ere tugeragu ji, ere jado. Ere tubogora roto bugu bugu bugu tuiegare tabo cewu bukeji.	Icare ere taredo kae, ere tugeragu ji, ere jado. Ere tubogora roto bugu bugu bugu tuiegare tabo cewy bukeji.		Então eles pularam no rumo dela, a pegaram e a abriram. Mexiam as pernas de alegria pela rede.	0.991	near-identical	replace: [cewu] -> [cewy]
BOR-CORBO-HM001-u180	Icare ere taredo tabo eto j™... U! Keadu karega ure. Ekedu amanure ei.	Icare ere taredo tabo eto j™... U! Keadu karega ure. Ekedy amanure ei.		Depois pularam nos peixes com a rede. Oh! Não foi nada ruim! Pegaram a vontade!	0.986	near-identical	replace: [Ekedu] -> [Ekedy]
BOR-CORBO-HM001-u181	Icare ere tudawuje ebo. Ere cewu buke rakojedo oino tu tu tu. Enure kidudo.	Icare ere tudawyje ebo. Ere cewy buke rakojedo oino ty tu tu. Enure kidydo.	Icare ere tudawuje ebo. Ere cewu buke rakojedo oino tu tu tu. Enure kidudo.	Depois eles sAíram, e colocaram em pé as redes para secarem.	0.947	orthographic/editorial	replace: [tudawuje] -> [tudawyje] | replace: [cewu] -> [cewy] | replace: [tu] -> [ty] | replace: [kidudo.] -> [kidydo.]
BOR-CORBO-HM001-u182	Icare nowu kare egore: Tugarege, tamode tagoge emagu Ecerae etai. Egore: - Cerae, tamode tagoge emagu Tugarege etai.	Icare nowy kare egore: Tugarege, tamode tagoge emagu Ecerae etai. Egore: Cerae, tamode tagoge emagu Tugarege etai.	Icare nowu kare egore Tugarege, tamode tagoge emagu Ecerae etai. Egore cerae, tamode tagoge emagu Tugarege etai.	Então os peixes disseram: - Vocês Tugarege vão dar os seus peixes para os Ecerae. Ð Vocês Ecerae vão dar os seus peixes para os Tugarege203.	0.983	near-identical	replace: [nowu] -> [nowy] | delete: [-] -> []
BOR-CORBO-HM001-u183	U! Keadu karega ure nowu inoduji!	U! Keadu karega ure nowy inoduji!	Uu! Keadu karega ure nowu inoduji!	Sim! Aquilo não era nada ruim!	0.970	orthographic/editorial	replace: [nowu] -> [nowy]
BOR-CORBO-HM001-u184	Egore: - Tamode tae codo, tamode kaidaga bu tawu geje, tamode jorubo aru bu tawiaboroto.	Egore: Tamode tae codo, tamode kaidaga bu tawy geje, tamode jorubo aru bu tawiaboroto.	Egore tamode tae codo, tamode kaidaga bu tawu geje, tamode jorubo aru bu tawiaboro to.	(Os peixes) acresentaram: - Vocês vão se pintar o rosto de preto, vão se enfeitar com palha de palmeira acumã e vão colocar folhas de remédio na orelha.204	0.977	near-identical	delete: [-] -> [] | replace: [tawu] -> [tawy]
BOR-CORBO-HM001-u185	Egore: - Tagudu rumode cedabo. Taegaredo cedabo bato.	Egore: Tagudu rumode cedabo. Taegaredo cedabo bato.	Egore tagudu rumode cedabo. Taegaredo cedabo bato.	E disseram também: - Vocês vão gritar conosco no rumoda aldeia. Vão chegar alegres conosco na aldeia.	0.981	near-identical	delete: [-] -> []
BOR-CORBO-HM001-u187	Icare eegarere ebo rugadu. Egore: Kaaao! Kaaao!	Icare eegarere ebo rugadu. Egore: Kaaao! Kaaao! 188 Icare areme etaregodyre pugeje turidu tabo, ekudugodyre jamedu, egore: Ba! ba!. ba! 189 Dykeje egore: Woie! Woie! Woie! Kuwobo Woie Woie Woie! Woie Woie Woie! Kuo Woie Woie Woie! Woie Woie Woie! Kuo kodu Woie Woie Woie! Woie Woie Woie! Kuo a Woie Woie Woie! Woie Woie Woie! Ak— kodu Woie Woie Woie! Woie Woie Woie! Aqui carne de bocaiuba! Aqui! Aqui! Aqui!	Icare eegarere ebo rugadu. Egore: Kaaao! Kaaao! 188 Icare areme etaregodure pugeje turidu tabo, ekudugodure jamedu, egore: Ba! ba!. ba! 189 Dukeje egore: Woie! Woie! Woie! Kuwobo Woie Woie Woie! Woie Woie Woie! Kuo Woie Woie Woie! Woie Woie Woie! Kuo kodu Woie Woie Woie! Woie Woie Woie! Kuo a Woie Woie Woie! Woie Woie Woie! Akodu Woie Woie Woie! Woie Woie Woie! Aqui carne de bocaiuba! Aqui! Aqui! Aqui!	"Eles estavam de verdade alegres com os peixes. E gritavam: - Kaao! Kaao!

188 Icare areme etaregodure pugeje turidu tabo, ekudugodure jamedu, egore: Ba! ba!. ba!
188 Então as mulheres vieram de novo ao encontro, gritando também e dizendo: - Ba! ba! ba!

189 Dukeje egore: Woie! Woie! Woie!
Kuwobo Woie Woie Woie! Woie Woie Woie!
Kuo Woie Woie Woie! Woie Woie Woie!
Kuo kodu Woie Woie Woie! Woie Woie Woie!
Kuo a Woie Woie Woie! Woie Woie Woie!
Ak— kodu Woie Woie Woie! Woie Woie Woie!"	0.207	substantive-or-segmentation	insert: [] -> [188 Icare areme etaregodyre pugeje turidu tabo, ekudugodyre jamedu, egore: Ba! ba!. ba! 189 Dykeje egore: Woie! Woie! Woie! Kuwobo Woie Woie Woie! Woie Woie Woie! Kuo Woie Woie Woie! Woie Woie Woie! Kuo kodu Woie Woie Woie! Woie Woie Woie! Kuo a Woie Woie Woie! Woie Woie Woie! Ak— kodu Woie Woie Woie! Woie Woie Woie! Aqui carne de bocaiuba! Aqui! Aqui! Aqui!]
BOR-CORBO-HM001-u190	Icare ere etugu. Icare ekodure. Icare ere etawuje.	Icare ere etugu. Icare ekodure. Icare ere etawyje.	Icare ere etugu. Icare ekodure. Icare ere etawuje.	Depois os puseram a cozinhar. Depois de cozidos os tiraram (da panela).	0.980	near-identical	replace: [etawuje.] -> [etawyje.]
BOR-CORBO-HM001-u191	Dukejere icare nowu karo kodu makore, akore Tagomeado itabo taedaga ai, tawu ri ai, taduie ai, tajarugo ai.	Dykejere icare nowy karo kodu makore, akore: Tagomeado itabo taedaga ai, tawy ri ai, taduie ai, tajarugo ai.	Dukejere icare nowu karo kodu makore, akore tagomeado itabo taedaga ai, tawu ri ai, taduie ai, tajarugo ai.	Então a carne do peixe falou dizendo: - Fazeis presente comigo para o vosso padrinho, para o vosso irmão mais velho, para as vossa irmã mais velha, para a vossa madrinha.	0.967	orthographic/editorial	replace: [Dukejere] -> [Dykejere] | replace: [nowu] -> [nowy] | replace: [akore] -> [akore:] | replace: [tawu] -> [tawy]
BOR-CORBO-HM001-u192	Akore Awu ikaguru tugu powarito. Akore tagagomode powari gaguru oino ji, meture powari tada kodi. Akore tabowarigaguru reno.	Akore: Awy ikaguru tugu powarito. Akore: tagagomode Òpowari gaguruÓ oino ji, meture powari tada kodi. Akore tabowarigaguru reno.	Akore awu ikaguru tugu powari to. Akore tagagomode powari gaguru oino ji, meture powari tada kodi. Akore tabowarigaguru reno.	E acrescentou: - Ponham a minha gordura numa cabacinha. Vocês vão chamá-la assim: gordura da cabacinha, porque fica dentro da cabacinha. Essa é a vossa gordura da cabacinha.	0.976	near-identical	replace: [Akore Awu] -> [Akore: Awy] | replace: [Akore] -> [Akore:] | replace: [powari gaguru] -> [Òpowari gaguruÓ]
BOR-CORBO-HM001-u193	Tamode bu tagao keje, tagao kugudugodumode. Akore Tagimo nonogo epa reno.	Tamode bu tagao keje, tagao kugudugodymode. Akore: Tagimo nonogo epa reno.	Tamode bu tagao keje, tagao kugudugodumode. Akore Tagimo nonogo epa reno.	Vocês vão passá-la no vosso cabelo, e o vosso cabelo vai ficar macio. E acrescentou: Ela vai servir também para preparar o vosso urucum.	0.980	near-identical	replace: [kugudugodumode. Akore] -> [kugudugodymode. Akore:]
BOR-CORBO-HM001-u194	E! Icare ere tugu powarito. Ere ia biegado tu tugera keje, ere tugu taoto.	E! Icare ere tugu powarito. Ere ia biegado ty tugera keje, ere tugu taoto.	E! Icare ere tugu powari to. Ere ia biegado tu tugera keje, ere tugu tao to.	Eh! Aí eles puseram (a gordura) dentro a cabacina. Um pouco eles puseram nas mãos e passaram no cabelo.	0.986	near-identical	replace: [tu] -> [ty]
BOR-CORBO-HM001-u195	I! ... Ure etao motudo! Ure etao kugudugodudo!	I! ... Ure etao motudo! Ure etao kugudugodydo!	I! Ure etao motudo! Ure etao kugudugodudo!	Ih! ... A gordura fez o cabelo deles ficar bonito! Fez o cabelo deles ficar macio!	0.978	near-identical	replace: [kugudugodudo!] -> [kugudugodydo!]
BOR-CORBO-HM001-u196	Egore: - E! Pemega remawu nure!	Egore: E! Pemega remawy nure!	Egore: - E! Pemega remawunure!	"E comentaram: - Eh! É muito bom



APæNDICE II


TEXTO DO BARI CIRILO - Bil’ngue

Discurso do Bari Cirilo Ð Aldeia Garças 1986.				    

Lenda colocada dentro de um discurso em uma Assembléia de chefes realizada na Aldeia Bororo do Rio Garças, com presença de autoridades da Funai, reivindicando uma região de morros onde antigamente os Bororo iam caçar araras."	0.933	orthographic/editorial	delete: [-] -> [] | replace: [remawu] -> [remawy]
